DCS_TAG,TagComment,Type,ITEM,ItemComment,RangeHI,RangeLO,UNIT,DataType,Array1,Array2,MarType,Process,VM_UNIT,VAR,VMArray1
S2119WB2147,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB214701S2119,B2,0
S2115_N2_NRL,'N2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2115,B,15
S2115_DIAG_IOER,'I/O,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2115,B,3
S2115_N1S1,'N1S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2115,B,23
S146TZTG20013C,'HH,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201501S2115,B,2
S146FZAF20015D,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201901S2115,B,2
S146FZTM20015B,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202101S2115,B,12
S163LZTM00186,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202101S2115,B,2
S163LZMF00184,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S2115,B,27
S146EZ23001FU3,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204901S2115,B,15
S2602_N2S1,'N2S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2602,B,30
S2602_N1S2,'N1S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2602,B,24
S2602_N3_NRR,'N3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2602,B,8
S063TZTG00317,'HH,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2602,B,21
S100EZRS01274,RESET,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S2101,B,31
S050ESCC00220,'ESV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203301S2101,B,1
S142XZTC10006,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203701S2101,B,29
S142XZTE10008,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203701S2101,B,22
S146VSMS05107B,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB210901S2103,B,30
S146XZTE30004,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211301S2103,B,17
S146XZTC10004,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211301S2103,B,16
S146XZTC05107A,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211301S2103,B,14
S146TZMS10013B,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB205901S2111,B,22
S163LZAL00181,'LL,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB205901S2111,B,12
S163XZTE00162B,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB208301S2119,B,6
S063XZTE00520,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S2602,B,19
SCS2602DO,'SERIAL,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S2602,B,1
S063TZMS00317,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203301S2602,B,9
S840HSAK60201,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB207501S1701,B,29
S046HSMS00012,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB207901S1701,B,30
S046HSAK00012,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB208101S1701,B,32
S840HSMS60201,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB208101S1701,B,26
S047HSAK00150A,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB202101S1709,B,17
S146TZMS20013C,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206501S2115,B,3
060FIC03503A,'FG,PID,MV,OUT,100,0,2,0,0,1,101,MODEL2,U060FU03503A,mv,0
046FIC10041,'HO,PID,MV,OUT,100,0,2,0,0,1,101,MODEL2,U046FU10041,mv,0
046TI20081,'GL,PVI,RAW,IN,200,-50,2,0,0,1,203,MODEL2,U046TI20081,T,0
046TI00050,'HO,PVI,RAW,IN,300,-50,2,0,0,1,203,MODEL2,U046TI00050,T,0
071PDI05076A,'071-U-130',PVI,RAW,IN,10,0,2,0,0,1,203,MODEL2,U071PDI05076A,dP,0
071TZI05067B,'SCALLED,PVI,RAW,IN,50,-70,2,0,0,1,200,DB3,071TZI05067B,RAW,0
071AI16014,300022,PVI,RAW,IN,20,-100,2,0,0,1,200,DB3,071AI16014,RAW,0
071ZI16310,300060,PVI,RAW,IN,100,0,2,0,0,1,200,DB3,071ZI16310,RAW,0
071PI16046C,300189,PVI,RAW,IN,1600,0,2,0,0,1,200,DB3,071PI16046C,RAW,0
060PDI20010,'HL,PVI,RAW,IN,40,0,2,0,0,1,203,MODEL2,U060PDI20010,dP,0
060PIC20029,'FG,PID,MV,OUT,100,0,2,0,0,1,101,MODEL2,U060PU20029,mv,0
S163XA00156BA,'163-P-203B',SWITCH,,,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S163XL00058A,'163-P-007,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U163PU007,run,0
S163HSL00162B,'163-P-202B,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U163PU202B,DO_STOP,0
060ZI03501A,'FG,PVI,RAW,IN,1,0,2,0,0,1,203,MODEL2,U060FU03501A,pos,0
063HSL00309A,'PCS4HEATERS,LC64,PV,IN,1,0,2,0,0,1,101,MODEL2,U063H232A,DO_STOP,0
063HSH00309D,'PCS4HEATERS,'MC-2E',PV,IN,1,0,2,0,0,1,101,MODEL2,U063H232D,DO_RUN,0
S063HSH00502,'063-PM-232B,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U063PU232B,DO_RUN,0
063ZSO01042,'063-CCP-213,'MC-2E',PV,IN,1,0,2,0,0,1,201,MODEL2,U063HU01042,openlsw,0
046FI10058,'HO,PVI,RAW,IN,2600,0,2,0,0,1,204,MODEL2,U046FI10058,F,0
046PI00162,'N2,PVI,RAW,IN,5,-1,2,0,0,1,203,MODEL2,U046PI00162,P,0
046FI20079,'GL,PVI,RAW,IN,1200,0,2,0,0,1,204,MODEL2,U046FI20079,F,0
046XL05001BA,'046-H-010A/B,ST16,PV,IN,1,0,2,0,0,1,201,MODEL2,U046H010B,LRsw,0
071HIC16036B,'071-U-110',MLD,MV,OUT,1,0,2,0,0,1,101,MODEL2,U071U110U,V15,0
071HIC16046A,'071-U-110',MLD,MV,OUT,1,0,2,0,0,1,101,MODEL2,U071U110U,V20,0
071HIC16057A,'071-U-110',MLD,MV,OUT,1,0,2,0,0,1,101,MODEL2,U071U110U,V10,0
071LI26605,'071-U-130',PVI,RAW,IN,100,0,2,0,0,1,203,MODEL2,LEVEL,t,0
071ZSO05106,'071-U-130',ST16,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU05106,openlsw,0
071ZSC05705,'071-U-130','SI-1',PV,IN,1,0,2,0,0,1,201,MODEL2,PRV03,V08,0
S071XL16017,'AUTO/MAN,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071U110L,C03,0
S071XL16039,'AUTO/MAN,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071U110L,C12,0
S071ZLO16059,'N2,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071SDU16059,openlsw,0
S071ZLO16103,'N2,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU16103,openlsw,0
S071XL16105,'VALVE,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU16105,pos,0
S071ZLC16108,'N2,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU16108,closelsw,0
S071HL16165,'AIR/WASTE,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071U110C,V06,0
S071XA16200C,'071-P-111A,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S071XL16206A,'071-E-116,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071EU116,run,0
S071XL16207B,'071-E-111,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071H111A,run,0
S071HS16034A,'AUTO,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U071U110L,V13,0
S071HS16046B,'MAN,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U071U110L,V20,0
S071HS16057B,'MAN,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U071U110L,V10,0
S071HS16320A,'071-ET-112,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U071U110C,V12,0
060PI10028,'FG,PVI,RAW,IN,6000,0,2,0,0,1,203,MODEL2,U060PI10028,P,0
060PI00106,'060-V-030',PVI,RAW,IN,1500,-100,2,0,0,1,203,MODEL2,U060PI00106,P,0
060XZS06061A,'060-H-010A/B',ST16,PV,IN,1,0,2,0,0,1,200,DB2,WB206101S2017,B,10
060ZSC00119,'HL,'MC-2E',PV,IN,1,0,2,0,0,1,201,MODEL2,U060KU00119,closelsw,0
D060XS06101,'060-H-030A/B',ST16,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
063L00086_CA,'LL,CALCU,RV3,Q03,100,0,2,0,0,1,200,DB3,063L00086_CARV3,PV,0
S071UZRS05903,RESET,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201301S3119,B,15
S063LZMS00086,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201301S3119,B,3
SCS3119DO,'SERIAL,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201301S3119,B,1
S071TZAL05067B,'LL,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201501S3119,B,3
S071PCT05075B,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201701S3119,B,20
S071PCTC05075A,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201701S3119,B,18
071H16033A_TRK,'071-U-110',SWITCH,,,1,0,2,0,0,1,201,MODEL2,U071U110U,C19,0
071H16034B_TRK,'071-U-110',SWITCH,,,1,0,2,0,0,1,201,MODEL2,U071U110U,C19,0
S163HSL00150A,'163-PM-201A,PVI,PV,'Com.DO',1,0,2,0,0,1,101,MODEL2,U163PU201A,DO_STOP,0
S100EZRR01274,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203101S1701,B,17
S2608_ESB_NRL,'LT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2608,B,13
S2608_N2S8,'N2S8,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2608,B,28
S063TZAF00313,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2608,B,11
S063LZTM00115,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2608,B,7
S2611_N2_NRL,'N2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2611,B,15
S2611_N2S1,'N2S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2611,B,30
S2611_N1S2,'N1S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2611,B,24
S2620_ALRM_CLS2,'CLASS2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2620,B,8
S063LZMF00113,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201501S2620,B,14
S3101_DIAG_IOER,'I/O,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3101,B,3
S3101_N2S1,'N2S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3101,B,30
S3101_N1S2,'N1S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3101,B,24
S000EZT01013,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3101,B,9
S000EZ01010FU7,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3101,B,18
S050HSMF00601,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3101,B,23
S050EZ01014FU4,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3101,B,26
S046HSMF00105,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S3101,B,17
S046HST00105,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S3101,B,7
S050HS00601FU,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S3101,B,3
S046HS00105FU,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S3101,B,1
S3103_N2S3,'N2S3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3103,B,32
S3103_N1S4,'N1S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3103,B,26
S046HS00103_001,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3103,B,5
S047HSM00103_001,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3103,B,2
S047XLAF00203,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,14
S063L01041FUM,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,32
047XL00205,'LER001,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,24
S047XLAF00104,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,21
S047HST00427,'HS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,31
S047HSAF00427,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,30
S047HSA00205,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,18
S3119_ESB_NRL,'LT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3119,B,13
S3119_SEC_STS,'SEC,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3119,B,1
S071SDPG00005,'SDV,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3119,B,21
S071ZLC00005,'CLSOE,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3119,B,19
S071UZRR05903,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,11
S071TZMF05067B,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,8
S071PPE05075B,'POS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S3119,B,27
S071PPG05075A,'SDV,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S3119,B,22
S071PT05075A,'SDV,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S3119,B,21
S2014_N8_NRR,'N8,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2014,B,28
S2014_N2S6,'N2S6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,13
S2014_N4S4,'N4S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,29
S2014_N3S5,'N3S5,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,21
S2014_N6S2,'N6S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2014,B,13
S2014_N5S3,'N5S3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2014,B,5
S2014_N7S1,'N7S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2014,B,21
S063UZT03007,'SBAR,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205101S2014,B,3
S063T00321FUM,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205901S2014,B,22
S1701_N5_NRL,'N5,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S1701,B,21
S1701_N3S8,'N3S8,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1701,B,24
S1701_N5S6,'N5S6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S1701,B,8
S1701_N7S4,'N7S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S1701,B,24
S071HS00102,'U071,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201701S1701,B,13
S050HS00134,'U050,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201701S1701,B,11
071XL00102,'OWS-6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201901S1701,B,27
050XL00134,'OWS-6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201901S1701,B,25
S060HSAF00158,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202101S1701,B,20
S047XLAF00049,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204901S1701,B,7
S047XLAF00027,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204901S1701,B,2
S100EZIL01274,'BD,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205701S1701,B,7
S840HSA70201,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205701S1701,B,32
S840HSAF20201,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205901S1701,B,3
S840XLAF00111,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205901S1701,B,32
840XL70201,'OWS-6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205901S1701,B,21
S1709_N2_NRR,'N2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S1709,B,16
S1709_N1S1,'N1S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1709,B,1
S046XLAF00208,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S1709,B,30
S047HSA00150A,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S1709,B,8
S047HSMF00150A,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201501S1709,B,6
S2101WB2011,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S2101,B1,0
S2101WB2055,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205501S2101,B2,0
S2103WB2031,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203101S2103,B1,0
S2103WB2053,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205301S2103,B1,0
S2103WB2075,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB207501S2103,B1,0
S2103WB2141,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB214101S2103,B2,0
S2103WB2163,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB216301S2103,B2,0
S2103WB2185,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB218501S2103,B2,0
S2111WB2071,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB207101S2111,B2,0
S2111WB2093,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB209301S2111,B2,0
S2119WB2005,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2119,B1,0
S2119WB2027,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S2119,B1,0
S2119WB2049,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204901S2119,B1,0
S2119WB2115,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB211501S2119,B2,0
S2119WB2137,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB213701S2119,B2,0
S2119WB2159,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB215901S2119,B2,0
S2115_N2S1,'N2S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2115,B,30
S2115_N1S2,'N1S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2115,B,24
S2115_N3_NRL,'N3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2115,B,17
S146TZAF20013A,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S2115,B,19
S146FZTM20015C,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202301S2115,B,5
S2602_N2S2,'N2S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2602,B,31
S2602_N1S3,'N1S3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2602,B,25
S2602_N3S1,'N3S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2602,B,9
S2602_N4_NRR,'N4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2602,B,19
S063XZAF00310,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S2602,B,22
S146ESCC00071,'ESV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203301S2101,B,25
S146VSMS05105A,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB210501S2103,B,24
S146TZMS00040,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211301S2103,B,30
S146XZTE05107A,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211301S2103,B,13
S146XZTC05107B,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211701S2103,B,28
S146XZTC20004,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211901S2103,B,10
S146TZMS10013C,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206101S2111,B,7
S163LZMS00181,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206301S2111,B,4
S163LZAL00160,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206701S2119,B,5
SCS2119DO,'SERIAL,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206701S2119,B,1
S063LZAL00110,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S2602,B,7
S063TZAL00319,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S2602,B,5
S063LZAL00121,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S2602,B,2
S063XZTC00310,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203301S2602,B,2
S063TZAH00315,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB202101S2611,B,10
S046HSAK00013,'ALARM,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S3101,B,6
S046HSMS00013,'MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB204301S3101,B,10
S047HSAK00151,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB200901S3103,B,26
S063UZRS03040,RESET,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB200901S3103,B,20
S047HSMS00151,'MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB200901S3103,B,13
SCS1701DO,'SERIAL,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206701S1701,B,1
S840HSAK70201,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB207501S1701,B,30
S050HSMS00130A,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB207901S1701,B,26
S840HSMS70201,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB208101S1701,B,27
S163XZTE00121,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206701S2115,B,11
171FT00001,'NITROGEN,PVI,RAW,IN,10200,0,2,0,0,1,203,MODEL2,U171FI00001,F,0
163TI00164,'163-CCP-210',PVI,RAW,IN,100,-50,2,0,0,1,203,MODEL2,U163TI00164,T,0
046TI10072,'HO,PVI,RAW,IN,300,-50,2,0,0,1,203,MODEL2,U046TI10072,T,0
046PDI10053,'046-P-002A,PVI,RAW,IN,15,0,2,0,0,1,203,MODEL2,U046PDI10053,dP,0
046TI00161,'DH,PVI,RAW,IN,300,-50,2,0,0,1,203,MODEL2,U046TI00161,T,0
046TI00040,'HO,PVI,RAW,IN,300,-50,2,0,0,1,203,MODEL2,U046TI00040,T,0
046PDI00120,'046-S-002',PVI,RAW,IN,450,0,2,0,0,1,203,MODEL2,U046PDI00120,dP,0
046FIC20041,'HO,PID,MV,OUT,100,0,2,0,0,1,101,MODEL2,U046FU20041,mv,0
071PDI05076B,'071-U-130',PVI,RAW,IN,10,0,2,0,0,1,203,MODEL2,U071PDI05076B,dP,0
071AI16015,300023,PVI,RAW,IN,10,0,2,0,0,1,200,DB3,071AI16015,RAW,0
071FI16017A,300163,PVI,RAW,IN,8452,0,2,0,0,1,200,DB3,071FI16017A,RAW,0
060PIC30029,'FG,PID,MV,OUT,100,0,2,0,0,1,101,MODEL2,U060PU30029,mv,0
060FIC00079,'HL,PID,MV,OUT,100,0,2,0,0,1,101,MODEL2,U060FU00079,mv,0
063TI01005,'HCS,PVI,RAW,IN,100,-100,2,0,0,1,203,MODEL2,U063TI01005,T,0
060FIC00015A,'FG,PID,MV,OUT,100,0,2,0,0,1,101,MODEL2,U060FU00015A,mv,0
S163XA00156AA,'163-P-203A',SWITCH,,,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S163XA00156CC,'163-P-203C',SWITCH,,,1,0,2,0,0,1,201,MODEL2,FAULT,t,0
S163XL00058B,'163-P-007,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U163PU007,LRsw,0
S163HSL00121,'163-P-009,LC64,PV,IN,1,0,2,0,0,1,101,MODEL2,U163PU009,DO_STOP,0
163PI00123,'163-P-009',PVI,RAW,IN,1000,0,2,0,0,1,203,MODEL2,U163PI00123,P,0
063PI00205,'E,PVI,RAW,IN,1000,0,2,0,0,1,203,MODEL2,U063PI00205,P,0
063HSL00309B,'PCS4HEATERS,LC64,PV,IN,1,0,2,0,0,1,101,MODEL2,U063H232B,DO_STOP,0
S063XL00502A,'063-PM-232B,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U063PU232B,run,0
046PI10261,'HO,PVI,RAW,IN,1000,0,2,0,0,1,203,MODEL2,U046PI10261,P,0
046PI00130,'N2,PVI,RAW,IN,5,-1,2,0,0,1,203,MODEL2,U046PI00130,P,0
046ZI00090,'HO,PVI,RAW,IN,1,0,2,0,0,1,203,MODEL2,U046FU00090,pos,0
