DCS_TAG,TagComment,Type,ITEM,ItemComment,RangeHI,RangeLO,UNIT,DataType,Array1,Array2,MarType,Process,VM_UNIT,VAR,VMArray1
S000EZ01010FU12,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3101,B,24
S050HSA00601,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202101S3101,B,18
S046HS00012FU,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202301S3101,B,5
S3103_NET_BUS1,'BUS1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3103,B,11
S3103_STAT,'SCS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3103,B,10
S3103_N1IO_STS,'N1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3103,B,29
S3103_N2IO_STS,'N2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3103,B,6
S046HSM00103_001,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3103,B,4
S063TZAF01045,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,8
S063XZAF01044A,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,17
S046HSAF00207,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,26
S3119_N3S3,'N3S3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3119,B,11
S3119_N2S4,'N2S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3119,B,1
S063LZMF00086,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3119,B,8
S071SDV00004_1,'INTERMEDIATE,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3119,B,7
S063XZAF00085,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3119,B,26
S071TZAF05067B,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,10
S071UZT05900,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,3
S071TZTM05067A,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,1
S071UZRR16920,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,30
S071LZAF16604,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S3119,B,23
S071TZTM05074,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S3119,B,19
S2014_N9_NRL,'N9,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2014,B,29
S2014_N3_NRR,'N3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2014,B,18
S2014_N2S1,'N2S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,8
S2014_N1S2,'N1S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,2
S063UZRR03007,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205101S2014,B,4
S063HS01317_600,'MOES,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB207101S2014,B,32
S063HSM01317_600,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB207101S2014,B,31
S1701_N2S4,'N2S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1701,B,11
S1701_N4S2,'N4S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1701,B,27
S1701_N3S3,'N3S3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1701,B,19
S1701_N5S1,'N5S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S1701,B,3
S146HS00100_020,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S1701,B,14
S047HSAF00103,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201701S1701,B,8
S100EZ01370_1,'INTERMEDIATE,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203101S1701,B,28
S150HST00040A,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203301S1701,B,14
S000EZR01270,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203701S1701,B,4
146HSOP00100,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204101S1701,B,28
046XL00008,'OWS-6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204501S1701,B,7
S046XLAF00104,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204701S1701,B,32
S046HST00012,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204701S1701,B,23
S840HSA20201,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205701S1701,B,27
840XL20201,'OWS-6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205901S1701,B,16
S046HSMF00012,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB206501S1701,B,12
S060HSMF00132B,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB206501S1701,B,6
S840HSMF60201,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB206501S1701,B,21
046XL00206,'OWS-6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S1709,B,4
S047HSAF00150A,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S1709,B,7
S047HSAF00202,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201301S1709,B,31
S047HST00202,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201301S1709,B,19
S2101WB2061,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB206101S2101,B2,0
S2103WB2081,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB208101S2103,B1,0
S2103WB2191,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB219101S2103,B2,0
S2103WB2219,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB221901S2103,B2,0
S2111WB2017,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201701S2111,B1,0
S2111WB2039,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203901S2111,B1,0
S2111WB2105,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB210501S2111,B2,0
S2119WB2011,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S2119,B1,0
S2119WB2033,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203301S2119,B1,0
S2119WB2055,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205501S2119,B1,0
S2119WB2099,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB209901S2119,B2,0
S2119WB2121,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB212101S2119,B2,0
S2119WB2143,'CO,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB214301S2119,B2,0
S2115_N3IO_STS,'N3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2115,B,15
S163UZRR03134,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204301S2115,B,13
S2602_ALRM_CLS1,'CLASS1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2602,B,7
S063LZAF00127,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2602,B,12
S063LZTM00110,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2602,B,10
S063TZTM00319,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2602,B,7
S063LZTM00121,'LL,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2602,B,3
S063UZT03002,'INTERLOCK,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2602,B,27
063XZ00519,'LNG,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S2602,B,5
S063UZT03101,'INTERLOCK,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S2602,B,1
S100EZRS01270,RESET,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203101S2101,B,27
S150ESCC00019,'ESV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203301S2101,B,28
S142XZTC10002,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203701S2101,B,25
S142XZTE10004,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203701S2101,B,18
SCS2103DO,'WATCH,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB209501S2103,B,1
S146XZAK36107,'ALARM,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB210501S2103,B,30
S146VSAK05001A,'ALARM,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB210501S2103,B,9
S146VSAK05101B,'ALARM,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB210901S2103,B,23
S146SDCT20008,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211501S2103,B,29
S146SDCC20008,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211501S2103,B,28
S146SDMS10001,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211501S2103,B,14
S146SDOC00034,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211501S2103,B,7
S146SDCT30007,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211701S2103,B,13
S146SDCC30007,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB211701S2103,B,12
S163UZRS03036,RESET,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB213101S2103,B,31
,,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB213101S2103,B,26
S146LZAL00008A,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB213501S2103,B,20
S146XZMS36107,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB213501S2103,B,7
S163XZTE00072,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB205501S2111,B,17
S146FZMS10015B,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB205901S2111,B,21
S063UZRS03008,RESET,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203301S2602,B,10
S063HST00111A,'TRIP,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203901S2602,B,29
S063XZTC00509,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201701S2608,B,13
S063TZMS00313,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201701S2608,B,7
SCS2620DO,'SERIAL,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203501S2620,B,1
S000EZRS01000,RESET,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB203301S3101,B,8
S047HSMS00427,'MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB200901S3103,B,19
S047HSAK00427,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB200901S3103,B,18
S063TZAH00321,'HH,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB207901S2014,B,26
S840HSAK20201,'ACK,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB207501S1701,B,25
S840HSMS20201,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB208101S1701,B,21
S146FZMS20015C,MOS,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB206501S2115,B,29
079GDM38189,'079-FZ-38K,PVI,RAW,IN,100,0,2,0,0,1,200,DB3,079GDM38189,RAW,0
071LZI16604,'SCALLED,PVI,RAW,IN,100,0,2,0,0,1,200,DB3,071LZI16604,RAW,0
071PDI16003A,300014,PVI,RAW,IN,1600,0,2,0,0,1,200,DB3,071PDI16003A,RAW,0
071FIC16037DU,300036,PVI,RAW,IN,6750,0,2,0,0,1,200,DB3,071FIC16037DU,RAW,0
071PI16039C,300186,PVI,RAW,IN,1600,0,2,0,0,1,200,DB3,071PI16039C,RAW,0
063TI01066,'063-CCP-217',PVI,RAW,IN,100,-50,2,0,0,1,203,MODEL2,U063TI01066,T,0
163LI00120,'OCS,PVI,RAW,IN,100,0,2,0,0,1,203,MODEL2,U163LI00120,L,0
160FI00022B,'FG,PVI,RAW,IN,100,0,2,0,0,1,203,MODEL2,U160FI00022B,F,0
S163HSH00162A,'163-P-202A,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U163PU202A,DO_RUN,0
S163XA00162CC,'163-P-202C,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,FAULT,t,0
S163XA00162AA,'163-P-202A,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
060FI03503A,'FG,PVI,RAW,IN,25,0,2,0,0,1,203,MODEL2,U060FI03503A,F,0
063XS00309D,'PCS4HEATERS,LC64,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
063XL00310CA,'PCS4HEATERS,ST16,PV,IN,1,0,2,0,0,1,201,MODEL2,U063H232G,LRsw,0
063XL00310DB,'PCS4HEATERS,'MC-2E',PV,IN,1,0,2,0,0,1,201,MODEL2,U063H232H,run,0
063HSL00310D,'PCS4HEATERS,LC64,PV,IN,1,0,2,0,0,1,101,MODEL2,U063H232H,DO_STOP,0
S063HSL00502,'063-PM-232B,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U063PU232B,DO_STOP,0
S063XA00501C,'063-PM-232A,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,FAULT,t,0
046FI00033,'HO,PVI,RAW,IN,170,0,2,0,0,1,203,MODEL2,U046FI00033,F,0
046ZI10079,'GL,PVI,RAW,IN,1,0,2,0,0,1,203,MODEL2,U046FU10079,pos,0
046FI30041,'HO,PVI,RAW,IN,1900,0,2,0,0,1,204,MODEL2,U046FI30041,F,0
D046XZS05001A,'046-H-010A/B,ST16,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S046VZHH12018A,'046-P-002A,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S046VZHH11018B,'046-P-001A,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S046VZHH22018B,'046-P-002B,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
071HIC16039A,'071-U-110',MLD,MV,OUT,1,0,2,0,0,1,101,MODEL2,U071U110U,C04,0
071ZI05075B,'PV05075B,PVI,RAW,IN,1,0,2,0,0,1,203,MODEL2,U071PU05075B,pos,0
071ZSO05102,'071-U-130',ST16,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU05102,openlsw,0
071ZSC05701,'071-U-130','SI-1',PV,IN,1,0,2,0,0,1,201,MODEL2,PRV03,V04,0
071HIC16325,400102,MLD,MV,OUT,1,0,2,0,0,1,101,MODEL2,U071U110U,V17,0
S071ZLC16038,'N2,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071FU16038,closelsw,0
S071HL16040,'ANALYSER,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071U110C,V19,0
S071XL16046,'AUTO/MAN,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071U110L,C10,0
S071XL16057,'AUTO/MAN,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071U110L,C05,0
S071XL16101,'VALVE,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU16101,pos,0
S071ZLC16104,'N2,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU16104,closelsw,0
S071ZLO16110,'N2,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU16110,openlsw,0
S071XL16112,'VALVE,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,U071KU16112,pos,0
S071XA16204C,'071-E-118A,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S071XA26203C,'071-E-127B,WBSWITCH,PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
S071HS16038A,'AUTO,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U071U110L,V01,0
S071HS16039B,'MAN,WBSWITCH,PV,IN,1,0,2,0,0,1,101,MODEL2,U071U110L,C22,0
060FI00126A,'HL,PVI,RAW,IN,160,0,2,0,0,1,204,MODEL2,U060FI00126A,F,0
D060XS15061C,'060-U-160A','SI-1',PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
060XZS06021A,'060-H-002A/B',ST16,PV,IN,1,0,2,0,0,1,200,DB2,WB206301S2017,B,8
060ZSC10015,'FG,'MC-2E',PV,IN,1,0,2,0,0,1,201,MODEL2,U060KU10015,closelsw,0
060ZSO00121,'HL,'MC-2E',PV,IN,1,0,2,0,0,1,201,MODEL2,U060KU00121,openlsw,0
D060XS25061D,'060-U-160B','SI-1',PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
060ZSO20031,'HL,'MC-2E',PV,IN,1,0,2,0,0,1,201,MODEL2,U060KU20031,openlsw,0
D060XS05041D,'060-U-300','SI-1',PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
D060XS05051C,'060-U-110','SI-1',PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
D060XS05052,'060-U-260C','SI-1',PV,IN,1,0,2,0,0,1,201,MODEL2,AVAIL,t,0
060KY20015,'FG,'MC-2E',PV,IN,1,0,2,0,0,1,101,MODEL2,U060KU20015,sw,0
060FY00033B,'N2,'MC-2E',PV,IN,1,0,2,0,0,1,101,MODEL2,U060FU00033B,sw,0
071T05067A_CA,'LL,CALCU,RV3,Q03,100,0,2,0,0,1,200,DB3,071T05067A_CARV3,PV,0
071T05068B_CA,'HH,CALCU,RV3,Q03,100,0,2,0,0,1,200,DB3,071T05068B_CARV3,PV,0
063L00123_CA,'LL,CALCU,RV3,Q03,100,0,2,0,0,1,200,DB3,063L00123_CARV3,PV,0
S063XZTC00085,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201301S3119,B,13
S071SDCT00005,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201301S3119,B,10
S071SDCC00005,'SDV,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201301S3119,B,9
S071XZTE05201,'TEST,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201501S3119,B,16
S071TZAH05068B,'HH,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201501S3119,B,11
S071UZRS26920,'READY,PVI,PV,'Com.DO',1,0,2,0,0,1,100,DB2,WB201701S3119,B,4
071H16038B_TRK,'071-U-110',SWITCH,,,1,0,2,0,0,1,201,MODEL2,U071U110U,C19,0
071H16037A_TRK,'071-U-110',SWITCH,,,1,0,2,0,0,1,201,MODEL2,U071U110U,C19,0
071H16036_TRK,'TRACKING,SWITCH,,,1,0,2,0,0,1,201,MODEL2,U071U110U,C19,0
S163XA00150BC,'163-PM-201B,PVI,PV,'Com.DI',1,0,2,0,0,1,201,MODEL2,FAULT,t,0
S046EZT02010,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S3101,B,1
S2608_ALRM_CLS1,'CLASS1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2608,B,7
S2608_N2S4,'N2S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2608,B,1
063XZ00509,'063-P-221C',PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S2608,B,22
S2611_SEC_STS,'SEC,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2611,B,1
S063LZAF00117,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S2611,B,3
S2620_N2_NRR,'N2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2620,B,16
S2620_DIAG_ALRM,'DIAGNOSTIC,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2620,B,6
S2620_DIAG_CMER,'INTERSCS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2620,B,4
S3101_N2_NRR,'N2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3101,B,16
S000EZRR01000,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3101,B,2
047XL00102,'LER001,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3101,B,28
S050XLAF00601,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3101,B,3
S046HSMF00013,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S3101,B,19
S046HS00013FU,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202301S3101,B,6
S046HST00013,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202301S3101,B,1
S050HSA00602,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S3101,B,15
S047HSA00102,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S3101,B,12
S046XLAF00105,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202701S3101,B,17
S3103_NET_BUS2,'BUS2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3103,B,12
S3103_ALRM_CLS1,'CLASS1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S3103,B,7
S047HSMF00151,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3103,B,12
S063XZAF01044B,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,27
046XL00207,'LER001,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3103,B,22
S047HST00203,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,15
S047HSAF00104,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,7
S047HST00104,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,6
S063T01045FUG,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,1
S047HSAF00203,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3103,B,25
S3119_N3S4,'N3S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3119,B,12
S3119_N2S5,'N2S5,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3119,B,2
S063HS01317_007,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3119,B,32
S063HSM01317_007,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S3119,B,31
S071SDV00004_2,'INTERMEDIATE,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3119,B,6
063XZ00085,'063-P-009',PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S3119,B,25
S071ZLO05100,'SDV,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,16
S071TZTM05067B,'FIRST,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,2
S071UZT05901,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200701S3119,B,21
S071LZAF26604,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200901S3119,B,25
S071UZT03001_1,'INTERMEDIATE,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S3119,B,8
S071UZRR26920,'READY,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S3119,B,5
S071ZA05075A,'SDV,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201101S3119,B,25
S2014_N4_NRR,'N4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S2014,B,20
S2014_N2S2,'N2S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,9
S2014_N1S3,'N1S3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,3
S2014_N3S1,'N3S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S2014,B,17
S1701_ESB_NRL,'LT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S1701,B,13
S1701_N2S5,'N2S5,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1701,B,12
S1701_N4S3,'N4S3,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1701,B,28
S1701_N3S4,'N3S4,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200301S1701,B,20
S1701_N6S1,'N6S1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S1701,B,12
S1701_N5S2,'N5S2,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200501S1701,B,4
S047HSAF00027,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB201701S1701,B,25
S146XLAF00100,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB202301S1701,B,10
S047HST00027,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203501S1701,B,19
S100EZIL01270,'BD,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB203701S1701,B,26
S047HSAF00049,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204901S1701,B,4
S047HST00049,TRIP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB204901S1701,B,3
S150XLAF00040A,FAULT,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205101S1701,B,14
S840HSA30201,ALARM,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205701S1701,B,28
S840HSAF00111,'LOOP,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205901S1701,B,11
840XL30201,'OWS-6,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB205901S1701,B,17
S060HS00158_020,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB206501S1701,B,28
S840HSMF70201,'MOS,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB206501S1701,B,22
S1709_ALRM_CLS1,'CLASS1,PVI,PV,'Com.DI',1,0,2,0,0,1,200,DB2,WB200101S1709,B,7
